OrderID,CustomerName,ProductCategory,Price,Quantity,Discount,OrderDate,TotalAmount,FinalAmount,OrderSize
1035,Bob,Home,396.81,6,0.0,2026-01-02 10:00:00,2380.86,2380.86,Large
1036,Alice,Home,292.15,8,0.0,2026-01-02 11:00:00,2337.2,2337.2,Large
1037,Charlie,Toys,114.94,7,0.0,2026-01-02 12:00:00,804.58,804.58,Large
1038,Alice,Clothing,116.16,9,0.1,2026-01-02 13:00:00,1045.44,940.9,Large
1039,Eve,Electronics,13.17,7,0.2,2026-01-02 14:00:00,92.19,73.75,Standard
1040,Bob,Sports,277.33,1,0.0,2026-01-02 15:00:00,277.33,277.33,Standard
1041,David,Sports,302.28,7,0.0,2026-01-02 16:00:00,2115.96,2115.96,Large
1042,Alice,Sports,465.32,10,0.0,2026-01-02 17:00:00,4653.2,4653.2,Large
1043,Bob,Sports,402.72,8,0.0,2026-01-02 18:00:00,3221.76,3221.76,Large
1044,Eve,Toys,61.12,9,0.1,2026-01-02 19:00:00,550.08,495.07,Standard
1045,Eve,Sports,344.57,5,0.0,2026-01-02 20:00:00,1722.85,1722.85,Large
1046,Bob,Clothing,277.71,7,0.15,2026-01-02 21:00:00,1943.97,1652.37,Large
1047,Bob,Home,234.38,8,0.1,2026-01-02 22:00:00,1875.04,1687.54,Large
1048,Eve,Toys,277.74,1,0.1,2026-01-02 23:00:00,277.74,249.97,Standard
1049,Bob,Electronics,250.85,8,0.0,2026-01-03 00:00:00,2006.8,2006.8,Large
1050,Eve,Electronics,228.16,3,0.2,2026-01-03 01:00:00,684.48,547.58,Large
1051,Frank,Toys,94.39,10,0.0,2026-01-03 02:00:00,943.9,943.9,Large
1052,David,Home,254.47,7,0.1,2026-01-03 03:00:00,1781.29,1603.16,Large
1053,Bob,Toys,290.38,7,0.0,2026-01-03 04:00:00,2032.66,2032.66,Large
1054,Alice,Home,484.53,6,0.15,2026-01-03 05:00:00,2907.18,2471.1,Large
1055,Bob,Clothing,201.69,1,0.1,2026-01-03 06:00:00,201.69,181.52,Standard
1056,Alice,Toys,145.42,5,0.2,2026-01-03 07:00:00,727.1,581.68,Large
1057,Frank,Clothing,309.76,4,0.0,2026-01-03 08:00:00,1239.04,1239.04,Large
1058,Charlie,Toys,480.57,7,0.0,2026-01-03 09:00:00,3363.99,3363.99,Large
1059,Alice,Toys,448.7,4,0.0,2026-01-03 10:00:00,1794.8,1794.8,Large
1060,Frank,Toys,331.74,7,0.15,2026-01-03 11:00:00,2322.18,1973.85,Large
1061,Bob,Sports,16.4,9,0.0,2026-01-03 12:00:00,147.6,147.6,Standard
1062,David,Sports,492.16,5,0.0,2026-01-03 13:00:00,2460.8,2460.8,Large
1063,Alice,Sports,154.0,4,0.1,2026-01-03 14:00:00,616.0,554.4,Large
1064,Bob,Electronics,469.51,8,0.0,2026-01-03 15:00:00,3756.08,3756.08,Large
1065,Bob,Toys,447.28,8,0.2,2026-01-03 16:00:00,3578.24,2862.59,Large
1066,Eve,Home,409.36,10,0.0,2026-01-03 17:00:00,4093.6,4093.6,Large
1067,Eve,Electronics,63.42,10,0.0,2026-01-03 18:00:00,634.2,634.2,Large
1068,David,Home,280.3,4,0.1,2026-01-03 19:00:00,1121.2,1009.08,Large
1069,Frank,Electronics,192.69,4,0.15,2026-01-03 20:00:00,770.76,655.15,Large
1070,Charlie,Clothing,106.28,5,0.0,2026-01-03 21:00:00,531.4,531.4,Large
1071,Frank,Sports,70.69,1,0.15,2026-01-03 22:00:00,70.69,60.09,Standard
1072,David,Sports,288.52,10,0.0,2026-01-03 23:00:00,2885.2,2885.2,Large
1073,Charlie,Sports,152.61,9,0.1,2026-01-04 00:00:00,1373.49,1236.14,Large
1074,Charlie,Electronics,26.28,1,0.15,2026-01-04 01:00:00,26.28,22.34,Standard
1075,Alice,Home,129.53,3,0.1,2026-01-04 02:00:00,388.59,349.73,Standard
1076,David,Electronics,313.56,4,0.0,2026-01-04 03:00:00,1254.24,1254.24,Large
1077,Charlie,Home,374.69,7,0.15,2026-01-04 04:00:00,2622.83,2229.41,Large
1078,Eve,Sports,249.01,4,0.15,2026-01-04 05:00:00,996.04,846.63,Large
1079,Bob,Clothing,429.59,10,0.1,2026-01-04 06:00:00,4295.9,3866.31,Large
1080,Frank,Toys,455.06,4,0.15,2026-01-04 07:00:00,1820.24,1547.2,Large
1081,Bob,Electronics,198.43,10,0.0,2026-01-04 08:00:00,1984.3,1984.3,Large
1082,Alice,Home,328.41,3,0.1,2026-01-04 09:00:00,985.23,886.71,Large
1083,Frank,Toys,229.65,5,0.15,2026-01-04 10:00:00,1148.25,976.01,Large
1084,David,Clothing,489.45,1,0.0,2026-01-04 11:00:00,489.45,489.45,Standard
1085,Eve,Home,189.94,5,0.2,2026-01-04 12:00:00,949.7,759.76,Large
1086,Bob,Toys,113.28,5,0.2,2026-01-04 13:00:00,566.4,453.12,Standard
1087,Charlie,Sports,190.31,6,0.0,2026-01-04 14:00:00,1141.86,1141.86,Large
1088,Alice,Electronics,127.41,5,0.0,2026-01-04 15:00:00,637.05,637.05,Large
1089,Eve,Sports,165.67,3,0.2,2026-01-04 16:00:00,497.01,397.61,Standard
1090,Alice,Toys,131.9,8,0.0,2026-01-04 17:00:00,1055.2,1055.2,Large
1091,Charlie,Sports,184.46,6,0.1,2026-01-04 18:00:00,1106.76,996.08,Large
1092,Charlie,Home,494.14,2,0.15,2026-01-04 19:00:00,988.28,840.04,Large
1093,Bob,Sports,47.02,10,0.0,2026-01-04 20:00:00,470.2,470.2,Standard
1094,Eve,Electronics,57.69,10,0.0,2026-01-04 21:00:00,576.9,576.9,Large
1095,Frank,Toys,403.9,7,0.1,2026-01-04 22:00:00,2827.3,2544.57,Large
1096,David,Clothing,108.04,1,0.0,2026-01-04 23:00:00,108.04,108.04,Standard
1097,Frank,Electronics,367.5,4,0.1,2026-01-05 00:00:00,1470.0,1323.0,Large
1098,Frank,Home,437.28,10,0.0,2026-01-05 01:00:00,4372.8,4372.8,Large
1099,Eve,Clothing,226.42,4,0.0,2026-01-05 02:00:00,905.68,905.68,Large
1100,Frank,Electronics,479.59,3,0.1,2026-01-05 03:00:00,1438.77,1294.89,Large
1101,Frank,Clothing,471.99,5,0.1,2026-01-05 04:00:00,2359.95,2123.95,Large
1102,Frank,Home,52.45,1,0.2,2026-01-05 05:00:00,52.45,41.96,Standard
1103,Bob,Electronics,22.69,3,0.0,2026-01-05 06:00:00,68.07,68.07,Standard
1104,David,Toys,443.09,1,0.2,2026-01-05 07:00:00,443.09,354.47,Standard
1105,David,Sports,266.32,5,0.1,2026-01-05 08:00:00,1331.6,1198.44,Large
1106,Alice,Toys,70.94,5,0.1,2026-01-05 09:00:00,354.7,319.23,Standard
1107,Alice,Toys,326.85,8,0.2,2026-01-05 10:00:00,2614.8,2091.84,Large
1108,Bob,Clothing,305.76,3,0.0,2026-01-05 11:00:00,917.28,917.28,Large
1109,David,Toys,447.39,3,0.1,2026-01-05 12:00:00,1342.17,1207.95,Large
1110,Charlie,Toys,200.67,7,0.0,2026-01-05 13:00:00,1404.69,1404.69,Large
1111,Bob,Sports,335.44,2,0.2,2026-01-05 14:00:00,670.88,536.7,Large
1112,Frank,Electronics,117.99,7,0.1,2026-01-05 15:00:00,825.93,743.34,Large
1113,Eve,Clothing,146.87,6,0.15,2026-01-05 16:00:00,881.22,749.04,Large
1114,Eve,Electronics,210.54,1,0.1,2026-01-05 17:00:00,210.54,189.49,Standard
1115,David,Sports,450.81,4,0.2,2026-01-05 18:00:00,1803.24,1442.59,Large
1116,Eve,Home,264.06,2,0.2,2026-01-05 19:00:00,528.12,422.5,Standard
1117,Eve,Home,296.91,10,0.2,2026-01-05 20:00:00,2969.1,2375.28,Large
1118,David,Home,108.24,5,0.1,2026-01-05 21:00:00,541.2,487.08,Standard
1119,David,Home,75.21,1,0.1,2026-01-05 22:00:00,75.21,67.69,Standard
1120,Eve,Toys,473.63,9,0.0,2026-01-05 23:00:00,4262.67,4262.67,Large
1121,Alice,Electronics,446.04,10,0.0,2026-01-06 00:00:00,4460.4,4460.4,Large
1122,David,Home,315.06,2,0.2,2026-01-06 01:00:00,630.12,504.1,Large
1123,Alice,Home,247.71,10,0.2,2026-01-06 02:00:00,2477.1,1981.68,Large
1124,Bob,Home,120.81,1,0.2,2026-01-06 03:00:00,120.81,96.65,Standard
1125,Eve,Toys,144.51,4,0.0,2026-01-06 04:00:00,578.04,578.04,Large
1126,Eve,Clothing,325.68,7,0.0,2026-01-06 05:00:00,2279.76,2279.76,Large
1127,Frank,Home,50.65,1,0.0,2026-01-06 06:00:00,50.65,50.65,Standard
1128,Bob,Home,488.42,2,0.0,2026-01-06 07:00:00,976.84,976.84,Large
1129,Eve,Toys,201.83,6,0.0,2026-01-06 08:00:00,1210.98,1210.98,Large
1130,Bob,Electronics,109.68,9,0.15,2026-01-06 09:00:00,987.12,839.05,Large
1131,David,Toys,45.72,2,0.15,2026-01-06 10:00:00,91.44,77.72,Standard
1132,Charlie,Clothing,54.57,2,0.2,2026-01-06 11:00:00,109.14,87.31,Standard
1133,Eve,Home,319.29,3,0.0,2026-01-06 12:00:00,957.87,957.87,Large
1134,Eve,Clothing,266.02,5,0.1,2026-01-06 13:00:00,1330.1,1197.09,Large
1135,Eve,Electronics,127.96,3,0.0,2026-01-06 14:00:00,383.88,383.88,Standard
1136,Bob,Sports,463.3,5,0.0,2026-01-06 15:00:00,2316.5,2316.5,Large
1137,David,Toys,98.36,3,0.15,2026-01-06 16:00:00,295.08,250.82,Standard
1138,Bob,Electronics,103.23,8,0.15,2026-01-06 17:00:00,825.84,701.96,Large
1139,Frank,Electronics,353.49,1,0.0,2026-01-06 18:00:00,353.49,353.49,Standard
1140,Eve,Clothing,277.49,10,0.0,2026-01-06 19:00:00,2774.9,2774.9,Large
1141,Charlie,Toys,445.55,4,0.15,2026-01-06 20:00:00,1782.2,1514.87,Large
1142,David,Electronics,323.9,4,0.0,2026-01-06 21:00:00,1295.6,1295.6,Large
1143,Frank,Electronics,81.31,1,0.0,2026-01-06 22:00:00,81.31,81.31,Standard
1144,David,Toys,376.68,7,0.15,2026-01-06 23:00:00,2636.76,2241.25,Large
1145,Alice,Home,279.93,2,0.1,2026-01-07 00:00:00,559.86,503.87,Large
1146,Eve,Electronics,142.09,3,0.15,2026-01-07 01:00:00,426.27,362.33,Standard
1147,David,Electronics,466.73,8,0.2,2026-01-07 02:00:00,3733.84,2987.07,Large
1148,Frank,Home,439.08,9,0.0,2026-01-07 03:00:00,3951.72,3951.72,Large
1149,David,Sports,286.26,2,0.15,2026-01-07 04:00:00,572.52,486.64,Standard
1150,Frank,Sports,13.95,9,0.15,2026-01-07 05:00:00,125.55,106.72,Standard
1151,Eve,Electronics,105.72,10,0.0,2026-01-07 06:00:00,1057.2,1057.2,Large
1152,Eve,Clothing,254.52,5,0.0,2026-01-07 07:00:00,1272.6,1272.6,Large
1153,Frank,Toys,432.15,7,0.0,2026-01-07 08:00:00,3025.05,3025.05,Large
1154,Charlie,Clothing,85.51,1,0.1,2026-01-07 09:00:00,85.51,76.96,Standard
1155,Alice,Toys,339.68,10,0.1,2026-01-07 10:00:00,3396.8,3057.12,Large
1156,David,Electronics,84.67,5,0.0,2026-01-07 11:00:00,423.35,423.35,Standard
1157,David,Sports,477.6,6,0.2,2026-01-07 12:00:00,2865.6,2292.48,Large
1158,Bob,Toys,83.2,2,0.15,2026-01-07 13:00:00,166.4,141.44,Standard
1159,David,Sports,344.62,2,0.2,2026-01-07 14:00:00,689.24,551.39,Large
1160,Charlie,Home,68.35,5,0.2,2026-01-07 15:00:00,341.75,273.4,Standard
1161,Bob,Sports,23.29,8,0.1,2026-01-07 16:00:00,186.32,167.69,Standard
1162,Eve,Sports,482.39,2,0.1,2026-01-07 17:00:00,964.78,868.3,Large
1163,Eve,Home,292.18,2,0.2,2026-01-07 18:00:00,584.36,467.49,Standard
1164,Frank,Home,83.81,5,0.15,2026-01-07 19:00:00,419.05,356.19,Standard
1165,Bob,Electronics,476.87,10,0.2,2026-01-07 20:00:00,4768.7,3814.96,Large
1166,Eve,Home,425.96,7,0.1,2026-01-07 21:00:00,2981.72,2683.55,Large
1167,Frank,Sports,168.73,6,0.15,2026-01-07 22:00:00,1012.38,860.52,Large
1168,David,Toys,73.96,8,0.0,2026-01-07 23:00:00,591.68,591.68,Large
1169,Charlie,Home,332.48,5,0.15,2026-01-08 00:00:00,1662.4,1413.04,Large
1170,Frank,Toys,31.59,4,0.0,2026-01-08 01:00:00,126.36,126.36,Standard
1171,Alice,Electronics,161.16,2,0.0,2026-01-08 02:00:00,322.32,322.32,Standard
1172,David,Home,40.35,5,0.0,2026-01-08 03:00:00,201.75,201.75,Standard
1173,Bob,Home,345.03,8,0.0,2026-01-08 04:00:00,2760.24,2760.24,Large
1174,Frank,Sports,17.21,6,0.15,2026-01-08 05:00:00,103.26,87.77,Standard
1175,Frank,Electronics,436.11,9,0.0,2026-01-08 06:00:00,3924.99,3924.99,Large
1176,David,Toys,462.05,9,0.2,2026-01-08 07:00:00,4158.45,3326.76,Large
1177,David,Toys,127.78,2,0.1,2026-01-08 08:00:00,255.56,230.0,Standard
1178,Bob,Home,167.13,5,0.2,2026-01-08 09:00:00,835.65,668.52,Large
1179,Alice,Electronics,340.99,1,0.0,2026-01-08 10:00:00,340.99,340.99,Standard
1180,Charlie,Toys,341.66,5,0.1,2026-01-08 11:00:00,1708.3,1537.47,Large
1181,David,Toys,379.9,2,0.2,2026-01-08 12:00:00,759.8,607.84,Large
1182,Bob,Toys,377.8,5,0.1,2026-01-08 13:00:00,1889.0,1700.1,Large
1183,David,Sports,468.31,3,0.2,2026-01-08 14:00:00,1404.93,1123.94,Large
1184,Alice,Home,41.86,4,0.2,2026-01-08 15:00:00,167.44,133.95,Standard
1185,Bob,Home,184.48,2,0.1,2026-01-08 16:00:00,368.96,332.06,Standard
1186,Charlie,Toys,174.5,10,0.2,2026-01-08 17:00:00,1745.0,1396.0,Large
1187,Alice,Toys,377.11,4,0.2,2026-01-08 18:00:00,1508.44,1206.75,Large
1188,Charlie,Toys,80.6,6,0.0,2026-01-08 19:00:00,483.6,483.6,Standard
1189,Bob,Electronics,490.36,1,0.0,2026-01-08 20:00:00,490.36,490.36,Standard
1190,Alice,Home,131.69,2,0.1,2026-01-08 21:00:00,263.38,237.04,Standard
1191,David,Toys,270.58,3,0.0,2026-01-08 22:00:00,811.74,811.74,Large
1192,Bob,Clothing,148.99,9,0.1,2026-01-08 23:00:00,1340.91,1206.82,Large
1193,Frank,Home,59.16,10,0.0,2026-01-09 00:00:00,591.6,591.6,Large
1194,Alice,Sports,63.29,3,0.0,2026-01-09 01:00:00,189.87,189.87,Standard
1195,David,Clothing,454.45,5,0.1,2026-01-09 02:00:00,2272.25,2045.03,Large
1196,Frank,Clothing,38.03,3,0.1,2026-01-09 03:00:00,114.09,102.68,Standard
1197,Charlie,Toys,351.43,10,0.0,2026-01-09 04:00:00,3514.3,3514.3,Large
1198,Eve,Electronics,366.04,1,0.0,2026-01-09 05:00:00,366.04,366.04,Standard
1199,Alice,Sports,92.53,9,0.0,2026-01-09 06:00:00,832.77,832.77,Large
1200,Frank,Home,281.25,4,0.0,2026-01-09 07:00:00,1125.0,1125.0,Large
1201,David,Sports,44.03,9,0.15,2026-01-09 08:00:00,396.27,336.83,Standard
1202,Alice,Toys,392.29,2,0.1,2026-01-09 09:00:00,784.58,706.12,Large
1203,Frank,Electronics,348.97,10,0.15,2026-01-09 10:00:00,3489.7,2966.25,Large
1204,David,Sports,322.41,1,0.0,2026-01-09 11:00:00,322.41,322.41,Standard
1205,Alice,Home,243.22,9,0.1,2026-01-09 12:00:00,2188.98,1970.08,Large
1206,Eve,Home,315.24,9,0.1,2026-01-09 13:00:00,2837.16,2553.44,Large
1207,Frank,Clothing,112.67,7,0.15,2026-01-09 14:00:00,788.69,670.39,Large
1208,Eve,Electronics,99.43,2,0.15,2026-01-09 15:00:00,198.86,169.03,Standard
1209,Charlie,Toys,496.44,6,0.2,2026-01-09 16:00:00,2978.64,2382.91,Large
1210,Frank,Toys,287.05,6,0.0,2026-01-09 17:00:00,1722.3,1722.3,Large
1211,Alice,Sports,387.7,7,0.0,2026-01-09 18:00:00,2713.9,2713.9,Large
1212,Frank,Toys,270.73,3,0.15,2026-01-09 19:00:00,812.19,690.36,Large
1213,Charlie,Home,289.57,3,0.15,2026-01-09 20:00:00,868.71,738.4,Large
1214,Alice,Electronics,283.73,7,0.15,2026-01-09 21:00:00,1986.11,1688.19,Large
1215,Bob,Clothing,50.53,1,0.15,2026-01-09 22:00:00,50.53,42.95,Standard
1216,Eve,Clothing,87.93,8,0.0,2026-01-09 23:00:00,703.44,703.44,Large
1217,David,Electronics,353.23,9,0.1,2026-01-10 00:00:00,3179.07,2861.16,Large
1218,David,Toys,138.66,5,0.0,2026-01-10 01:00:00,693.3,693.3,Large
1219,David,Clothing,188.64,10,0.0,2026-01-10 02:00:00,1886.4,1886.4,Large
1220,Charlie,Toys,142.02,1,0.0,2026-01-10 03:00:00,142.02,142.02,Standard
1221,David,Electronics,131.88,7,0.1,2026-01-10 04:00:00,923.16,830.84,Large
1222,David,Electronics,116.29,8,0.2,2026-01-10 05:00:00,930.32,744.26,Large
1223,Alice,Sports,371.69,2,0.15,2026-01-10 06:00:00,743.38,631.87,Large
1224,David,Electronics,82.9,4,0.0,2026-01-10 07:00:00,331.6,331.6,Standard
1225,Eve,Toys,385.04,5,0.15,2026-01-10 08:00:00,1925.2,1636.42,Large
1226,David,Clothing,307.07,3,0.0,2026-01-10 09:00:00,921.21,921.21,Large
1227,Charlie,Toys,424.73,10,0.0,2026-01-10 10:00:00,4247.3,4247.3,Large
1228,Bob,Clothing,199.5,4,0.0,2026-01-10 11:00:00,798.0,798.0,Large
1229,Frank,Clothing,446.98,2,0.15,2026-01-10 12:00:00,893.96,759.87,Large
1230,Eve,Home,389.96,8,0.0,2026-01-10 13:00:00,3119.68,3119.68,Large
1231,Frank,Home,145.77,5,0.0,2026-01-10 14:00:00,728.85,728.85,Large
1232,Eve,Toys,274.56,4,0.2,2026-01-10 15:00:00,1098.24,878.59,Large
1233,David,Sports,197.55,4,0.0,2026-01-10 16:00:00,790.2,790.2,Large
1234,Bob,Clothing,283.35,6,0.1,2026-01-10 17:00:00,1700.1,1530.09,Large
1235,Bob,Home,263.79,6,0.15,2026-01-10 18:00:00,1582.74,1345.33,Large
1236,Charlie,Toys,92.21,3,0.0,2026-01-10 19:00:00,276.63,276.63,Standard
1237,Eve,Home,206.43,4,0.2,2026-01-10 20:00:00,825.72,660.58,Large
1238,Bob,Clothing,164.41,10,0.0,2026-01-10 21:00:00,1644.1,1644.1,Large
1239,Frank,Home,422.6,10,0.1,2026-01-10 22:00:00,4226.0,3803.4,Large
1240,Charlie,Sports,209.98,4,0.0,2026-01-10 23:00:00,839.92,839.92,Large
1241,Bob,Toys,292.01,5,0.1,2026-01-11 00:00:00,1460.05,1314.05,Large
1242,David,Sports,291.08,5,0.1,2026-01-11 01:00:00,1455.4,1309.86,Large
1243,Alice,Toys,498.05,10,0.1,2026-01-11 02:00:00,4980.5,4482.45,Large
1244,Charlie,Toys,312.66,4,0.0,2026-01-11 03:00:00,1250.64,1250.64,Large
1245,Eve,Home,197.44,7,0.0,2026-01-11 04:00:00,1382.08,1382.08,Large
1246,Frank,Clothing,135.58,1,0.0,2026-01-11 05:00:00,135.58,135.58,Standard
1247,Alice,Home,474.0,9,0.0,2026-01-11 06:00:00,4266.0,4266.0,Large
1248,David,Electronics,366.97,9,0.1,2026-01-11 07:00:00,3302.73,2972.46,Large
1249,Bob,Clothing,212.24,2,0.0,2026-01-11 08:00:00,424.48,424.48,Standard
1250,David,Home,119.61,7,0.1,2026-01-11 09:00:00,837.27,753.54,Large
1251,Bob,Clothing,186.7,10,0.15,2026-01-11 10:00:00,1867.0,1586.95,Large
1252,Bob,Toys,136.37,6,0.0,2026-01-11 11:00:00,818.22,818.22,Large
1253,Charlie,Toys,355.15,5,0.15,2026-01-11 12:00:00,1775.75,1509.39,Large
1254,Charlie,Toys,428.38,3,0.0,2026-01-11 13:00:00,1285.14,1285.14,Large
1255,Frank,Electronics,160.53,1,0.0,2026-01-11 14:00:00,160.53,160.53,Standard
1256,Eve,Electronics,309.56,2,0.0,2026-01-11 15:00:00,619.12,619.12,Large
1257,Eve,Sports,407.69,8,0.0,2026-01-11 16:00:00,3261.52,3261.52,Large
1258,Bob,Home,220.93,3,0.2,2026-01-11 17:00:00,662.79,530.23,Large
1259,Bob,Electronics,470.43,10,0.1,2026-01-11 18:00:00,4704.3,4233.87,Large
1260,Frank,Sports,432.49,10,0.2,2026-01-11 19:00:00,4324.9,3459.92,Large
1261,Frank,Electronics,142.2,7,0.15,2026-01-11 20:00:00,995.4,846.09,Large
1262,Bob,Clothing,499.48,8,0.0,2026-01-11 21:00:00,3995.84,3995.84,Large
1263,Bob,Electronics,433.15,2,0.15,2026-01-11 22:00:00,866.3,736.35,Large
1264,Charlie,Toys,123.92,5,0.0,2026-01-11 23:00:00,619.6,619.6,Large
1265,Alice,Electronics,384.63,3,0.1,2026-01-12 00:00:00,1153.89,1038.5,Large
1266,Alice,Sports,57.5,10,0.0,2026-01-12 01:00:00,575.0,575.0,Large
1267,Alice,Toys,491.77,9,0.1,2026-01-12 02:00:00,4425.93,3983.34,Large
1268,Charlie,Sports,266.33,2,0.15,2026-01-12 03:00:00,532.66,452.76,Standard
1269,David,Sports,60.41,7,0.0,2026-01-12 04:00:00,422.87,422.87,Standard
1270,Bob,Electronics,427.75,9,0.0,2026-01-12 05:00:00,3849.75,3849.75,Large
1271,Alice,Home,379.09,3,0.15,2026-01-12 06:00:00,1137.27,966.68,Large
1272,Bob,Home,379.13,6,0.2,2026-01-12 07:00:00,2274.78,1819.82,Large
1273,Charlie,Toys,290.64,10,0.0,2026-01-12 08:00:00,2906.4,2906.4,Large
1274,Charlie,Toys,152.04,4,0.0,2026-01-12 09:00:00,608.16,608.16,Large
1275,Alice,Home,401.46,9,0.0,2026-01-12 10:00:00,3613.14,3613.14,Large
1276,Bob,Toys,230.32,3,0.2,2026-01-12 11:00:00,690.96,552.77,Large
1277,Alice,Sports,85.28,4,0.0,2026-01-12 12:00:00,341.12,341.12,Standard
1278,Charlie,Clothing,146.73,2,0.2,2026-01-12 13:00:00,293.46,234.77,Standard
1279,Charlie,Sports,26.74,5,0.2,2026-01-12 14:00:00,133.7,106.96,Standard
1280,Charlie,Toys,487.88,5,0.2,2026-01-12 15:00:00,2439.4,1951.52,Large
1281,David,Electronics,463.61,4,0.0,2026-01-12 16:00:00,1854.44,1854.44,Large
1282,Eve,Toys,37.55,6,0.0,2026-01-12 17:00:00,225.3,225.3,Standard
1283,Alice,Clothing,111.05,1,0.1,2026-01-12 18:00:00,111.05,99.94,Standard
1284,Eve,Clothing,256.89,9,0.2,2026-01-12 19:00:00,2312.01,1849.61,Large
1285,Alice,Sports,255.88,1,0.0,2026-01-12 20:00:00,255.88,255.88,Standard
1286,David,Sports,319.6,2,0.0,2026-01-12 21:00:00,639.2,639.2,Large
1287,Frank,Electronics,115.92,2,0.0,2026-01-12 22:00:00,231.84,231.84,Standard
1288,Bob,Clothing,374.12,4,0.0,2026-01-12 23:00:00,1496.48,1496.48,Large
1289,Bob,Electronics,376.7,8,0.0,2026-01-13 00:00:00,3013.6,3013.6,Large
1290,Eve,Home,195.8,6,0.1,2026-01-13 01:00:00,1174.8,1057.32,Large
1291,Charlie,Electronics,334.86,10,0.2,2026-01-13 02:00:00,3348.6,2678.88,Large
1292,Frank,Home,236.5,8,0.2,2026-01-13 03:00:00,1892.0,1513.6,Large
1293,David,Toys,131.65,3,0.15,2026-01-13 04:00:00,394.95,335.71,Standard
1294,Charlie,Electronics,475.99,10,0.0,2026-01-13 05:00:00,4759.9,4759.9,Large
1295,Frank,Toys,10.49,2,0.1,2026-01-13 06:00:00,20.98,18.88,Standard
1296,Charlie,Home,245.75,2,0.1,2026-01-13 07:00:00,491.5,442.35,Standard
1297,Bob,Electronics,389.9,7,0.0,2026-01-13 08:00:00,2729.3,2729.3,Large
1298,Eve,Home,481.54,8,0.2,2026-01-13 09:00:00,3852.32,3081.86,Large
1299,Charlie,Toys,133.3,7,0.1,2026-01-13 10:00:00,933.1,839.79,Large
1300,Charlie,Electronics,59.71,7,0.15,2026-01-13 11:00:00,417.97,355.27,Standard
1301,David,Home,329.88,7,0.15,2026-01-13 12:00:00,2309.16,1962.79,Large
